StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
1575,8.241758241758243,2,3,2,79,4.1,Yes,Yes,75,70,Placed
1576,8.351648351648352,1,3,2,84,4.4,Yes,Yes,82,85,Placed
1577,8.351648351648352,1,1,1,62,4.2,No,No,80,65,NotPlaced
1578,8.901098901098901,0,3,0,90,4.8,Yes,Yes,84,88,Placed
1579,9.670329670329672,0,3,0,90,4.1,Yes,Yes,73,85,Placed
1580,7.252747252747253,1,3,1,75,3.9,Yes,Yes,71,70,Placed
1581,8.241758241758243,1,1,1,78,4.2,No,Yes,59,72,NotPlaced
1582,9.230769230769232,1,1,2,81,4.8,Yes,No,84,80,Placed
1583,8.241758241758243,2,3,0,69,3.9,Yes,Yes,76,86,Placed
1584,9.340659340659341,1,3,2,90,4.7,Yes,Yes,86,87,Placed
1585,8.241758241758243,0,3,0,83,3.9,Yes,Yes,63,71,NotPlaced
1586,9.010989010989011,1,2,0,81,4.0,Yes,Yes,57,68,Placed
1587,8.461538461538462,1,1,0,74,4.0,Yes,Yes,79,87,Placed
1588,7.252747252747253,1,1,0,63,3.3,No,No,62,67,NotPlaced
1589,8.461538461538462,1,1,1,69,4.2,No,No,55,63,NotPlaced
1590,8.351648351648352,1,3,0,83,4.1,Yes,Yes,57,67,NotPlaced
1591,9.010989010989011,1,3,0,84,4.6,Yes,Yes,86,81,Placed
1592,8.461538461538462,1,2,0,73,4.8,No,Yes,59,65,NotPlaced
1593,9.89010989010989,1,3,2,78,4.8,Yes,Yes,79,85,Placed
1594,8.241758241758243,0,3,0,78,4.2,No,Yes,79,69,Placed
1595,8.681318681318682,1,3,2,84,4.8,Yes,No,71,84,Placed
1596,8.131868131868133,2,3,3,86,4.2,Yes,Yes,60,75,NotPlaced
1597,8.021978021978022,1,2,1,69,4.3,Yes,No,55,72,NotPlaced
1598,7.692307692307693,1,1,0,60,3.3,No,Yes,55,66,NotPlaced
1599,9.230769230769232,2,3,2,90,4.5,Yes,Yes,81,85,Placed
1600,7.472527472527473,1,1,1,60,4.4,No,Yes,62,66,NotPlaced
1601,9.010989010989011,1,3,0,88,4.8,No,Yes,77,88,Placed
1602,7.252747252747253,0,2,0,73,4.2,Yes,Yes,62,84,NotPlaced
1603,8.241758241758243,1,3,0,80,4.5,Yes,No,77,80,Placed
1604,7.142857142857143,2,1,1,72,3.7,Yes,No,56,70,NotPlaced
1605,8.681318681318682,2,3,2,90,4.8,Yes,Yes,75,87,Placed
1606,9.010989010989011,0,2,0,89,4.1,No,Yes,55,82,Placed
1607,8.131868131868133,1,2,0,67,3.3,No,No,56,60,NotPlaced
1608,8.901098901098901,1,3,1,71,4.1,Yes,Yes,85,77,Placed
1609,7.142857142857143,1,1,1,78,4.0,No,No,55,66,NotPlaced
1610,8.351648351648352,1,1,1,68,4.1,No,No,55,71,NotPlaced
1611,7.692307692307693,1,2,0,78,4.7,No,Yes,73,64,NotPlaced
1612,9.120879120879122,2,2,2,68,4.8,Yes,Yes,61,84,Placed
1613,8.461538461538462,2,3,2,86,4.4,Yes,Yes,71,74,Placed
1614,8.241758241758243,1,1,0,70,3.5,No,Yes,75,66,NotPlaced
1615,8.241758241758243,1,1,0,78,4.1,No,No,55,67,NotPlaced
1616,9.45054945054945,2,3,3,87,4.8,No,Yes,73,85,Placed
1617,7.252747252747253,1,2,0,61,3.9,No,No,55,61,NotPlaced
1618,8.901098901098901,2,1,3,86,4.7,Yes,No,78,83,Placed
1619,9.780219780219781,0,3,2,85,4.6,No,Yes,77,72,Placed
1620,8.461538461538462,1,1,0,80,4.5,No,No,55,74,NotPlaced
1621,7.142857142857143,0,1,1,70,3.6,No,No,57,68,NotPlaced
1622,9.120879120879122,2,3,2,79,4.7,Yes,Yes,72,69,Placed
1623,8.571428571428571,1,2,1,77,4.5,Yes,Yes,74,87,Placed
1624,8.131868131868133,1,3,3,84,4.6,Yes,Yes,84,76,Placed
1625,8.571428571428571,1,2,1,83,3.5,No,Yes,66,72,Placed
1626,7.252747252747253,1,1,1,69,4.3,No,No,58,61,NotPlaced
1627,8.241758241758243,1,2,1,79,4.7,Yes,Yes,78,66,NotPlaced
1628,8.351648351648352,0,1,1,61,4.3,No,No,60,68,NotPlaced
1629,8.791208791208792,1,1,0,75,4.3,Yes,Yes,75,85,Placed
1630,7.472527472527473,0,2,1,72,4.4,No,No,62,62,NotPlaced
1631,8.461538461538462,1,2,0,82,4.4,No,Yes,57,69,Placed
1632,7.142857142857143,0,1,0,69,4.0,No,No,61,65,NotPlaced
1633,7.142857142857143,1,2,0,82,4.1,Yes,Yes,70,66,NotPlaced
1634,7.142857142857143,1,2,0,78,4.3,No,No,55,67,NotPlaced
1635,8.901098901098901,2,3,2,90,4.7,Yes,Yes,81,83,Placed
1636,8.461538461538462,1,2,0,76,4.6,Yes,Yes,56,66,NotPlaced
1637,9.010989010989011,1,3,1,82,4.8,No,Yes,70,86,Placed
1638,7.142857142857143,1,2,0,79,4.5,No,No,61,57,NotPlaced
1639,8.351648351648352,1,2,1,69,3.9,No,No,55,63,NotPlaced
1640,9.89010989010989,0,2,2,86,4.5,Yes,Yes,78,86,Placed
1641,8.241758241758243,1,1,0,81,3.8,Yes,Yes,60,64,NotPlaced
1642,8.241758241758243,1,2,0,76,4.5,Yes,Yes,69,83,Placed
1643,7.362637362637363,1,1,1,81,4.5,No,Yes,55,68,NotPlaced
1644,9.230769230769232,2,3,0,84,4.8,Yes,Yes,71,81,Placed
1645,7.472527472527473,0,3,0,83,4.3,Yes,Yes,61,66,Placed
1646,9.010989010989011,2,3,2,90,4.6,Yes,Yes,76,87,Placed
1647,9.340659340659341,0,3,2,90,4.3,Yes,Yes,80,85,Placed
1648,8.021978021978022,1,1,1,72,4.1,No,Yes,61,70,NotPlaced
1649,9.340659340659341,2,3,2,90,4.5,Yes,Yes,82,85,Placed
1650,8.791208791208792,0,3,2,85,4.7,Yes,Yes,83,86,Placed
1651,9.010989010989011,2,3,2,90,4.1,Yes,Yes,71,86,Placed
1652,8.131868131868133,0,3,0,83,3.5,No,Yes,68,84,Placed
1653,8.351648351648352,2,3,2,90,4.8,Yes,No,76,85,Placed
1654,9.010989010989011,1,2,1,81,4.3,Yes,Yes,82,86,Placed
1655,8.901098901098901,1,3,2,81,4.8,No,Yes,79,82,Placed
1656,7.142857142857143,1,1,1,73,3.9,No,No,67,70,NotPlaced
1657,9.010989010989011,1,2,2,79,4.8,Yes,Yes,74,70,Placed
1658,8.901098901098901,2,3,1,75,4.8,Yes,Yes,59,72,Placed
1659,9.340659340659341,0,1,0,82,4.5,Yes,Yes,64,63,Placed
1660,8.571428571428571,1,2,0,73,4.1,No,Yes,61,71,Placed
1661,8.791208791208792,1,2,0,78,3.8,Yes,No,79,71,Placed
1662,9.45054945054945,1,3,2,90,4.5,Yes,Yes,84,88,Placed
1663,8.791208791208792,1,3,2,90,4.5,No,Yes,77,76,Placed
1664,7.142857142857143,1,1,1,78,3.5,No,Yes,62,72,NotPlaced
1665,9.340659340659341,0,2,2,85,4.2,Yes,Yes,82,88,Placed
1666,9.45054945054945,1,2,0,87,4.8,Yes,Yes,74,76,Placed
1667,8.021978021978022,1,1,2,75,3.5,No,Yes,75,61,NotPlaced
1668,8.791208791208792,0,3,0,89,4.4,Yes,No,79,85,Placed
1669,9.120879120879122,1,3,0,86,4.4,Yes,Yes,75,79,Placed
1670,7.362637362637363,1,1,1,75,4.3,No,Yes,65,67,NotPlaced
1671,9.010989010989011,1,3,2,86,4.4,Yes,Yes,76,65,Placed
1672,9.230769230769232,1,2,0,80,3.3,No,No,55,63,Placed
1673,7.252747252747253,0,1,1,71,3.5,No,No,55,60,NotPlaced
1674,7.142857142857143,0,1,0,83,4.1,Yes,Yes,55,80,NotPlaced
1675,7.252747252747253,1,2,1,70,4.6,Yes,Yes,76,84,Placed
1676,8.241758241758243,1,2,1,74,4.7,No,Yes,55,60,Placed
1677,7.252747252747253,1,3,0,86,4.4,No,No,60,65,NotPlaced
1678,7.692307692307693,1,1,0,82,4.6,Yes,No,71,79,Placed
1679,9.230769230769232,0,2,0,86,4.6,Yes,Yes,77,80,Placed
1680,8.351648351648352,0,2,1,72,4.5,No,No,55,67,NotPlaced
1681,8.241758241758243,1,3,1,73,4.6,Yes,Yes,75,63,Placed
1682,9.120879120879122,1,2,1,82,4.4,Yes,Yes,76,85,Placed
1683,8.351648351648352,1,1,0,73,3.7,No,Yes,55,64,NotPlaced
1684,8.461538461538462,1,1,0,71,4.2,No,Yes,70,71,Placed
1685,7.142857142857143,0,1,0,62,3.9,No,No,62,68,NotPlaced
1686,9.120879120879122,1,2,1,84,4.4,No,Yes,62,82,Placed
1687,8.901098901098901,1,1,0,80,4.6,No,No,59,58,Placed
1688,8.131868131868133,1,2,0,81,4.8,Yes,No,55,69,NotPlaced
1689,7.362637362637363,1,1,1,71,4.5,No,No,55,67,NotPlaced
1690,7.142857142857143,0,1,1,89,4.2,No,No,55,76,Placed
1691,9.010989010989011,2,3,2,90,4.8,Yes,No,75,80,Placed
1692,8.461538461538462,1,2,0,70,3.6,No,Yes,55,62,NotPlaced
1693,8.571428571428571,2,3,0,90,4.7,Yes,Yes,80,78,Placed
1694,8.241758241758243,2,1,0,78,4.2,Yes,Yes,55,66,NotPlaced
1695,8.241758241758243,1,1,1,80,4.6,No,No,63,70,NotPlaced
1696,9.230769230769232,1,3,0,85,3.9,Yes,Yes,77,73,Placed
1697,8.351648351648352,1,2,2,79,4.3,Yes,Yes,70,82,Placed
1698,8.241758241758243,0,2,2,79,4.6,Yes,Yes,90,67,Placed
1699,7.142857142857143,0,1,0,64,4.3,Yes,Yes,64,63,NotPlaced
1700,8.131868131868133,1,2,0,79,4.7,Yes,Yes,86,83,Placed
1701,8.241758241758243,1,1,2,84,4.7,Yes,Yes,66,83,NotPlaced
1702,9.230769230769232,2,3,2,81,4.3,Yes,Yes,75,79,Placed
1703,9.010989010989011,2,3,2,88,4.8,Yes,Yes,65,83,Placed
1704,7.692307692307693,1,1,1,61,3.5,No,No,55,67,NotPlaced
1705,9.56043956043956,2,3,0,80,4.1,Yes,Yes,71,78,Placed
1706,7.252747252747253,2,1,1,77,3.4,No,No,66,66,NotPlaced
1707,8.901098901098901,1,3,2,90,4.8,Yes,Yes,81,88,Placed
1708,9.340659340659341,0,3,2,85,4.8,Yes,Yes,80,88,Placed
1709,7.142857142857143,1,2,0,63,4.3,No,No,82,82,Placed
1710,8.901098901098901,2,3,2,90,4.7,Yes,Yes,66,85,Placed
1711,9.120879120879122,0,3,2,89,4.4,Yes,Yes,75,82,Placed
1712,8.351648351648352,1,2,1,83,4.6,Yes,Yes,86,64,NotPlaced
1713,7.582417582417583,0,1,0,73,4.2,No,No,55,59,NotPlaced
1714,8.241758241758243,0,2,1,76,4.2,No,Yes,61,67,NotPlaced
1715,8.901098901098901,2,3,2,86,4.5,Yes,No,81,83,Placed
1716,8.461538461538462,2,1,0,71,4.5,Yes,Yes,70,70,Placed
1717,8.791208791208792,0,3,2,83,4.7,Yes,Yes,78,85,Placed
1718,7.362637362637363,1,1,1,64,4.2,No,Yes,69,68,NotPlaced
1719,9.340659340659341,2,3,2,88,4.8,Yes,Yes,83,85,Placed
1720,8.461538461538462,1,2,0,74,4.7,No,Yes,55,74,Placed
1721,8.351648351648352,1,2,1,74,4.4,Yes,Yes,73,72,Placed
1722,9.010989010989011,0,1,1,79,3.9,No,Yes,62,63,Placed
1723,9.340659340659341,2,3,2,87,4.8,Yes,Yes,74,78,Placed
1724,9.670329670329672,1,3,0,72,4.1,Yes,Yes,74,74,Placed
1725,9.010989010989011,1,3,2,82,4.5,Yes,Yes,83,81,Placed
1726,8.901098901098901,1,3,2,90,4.8,Yes,Yes,73,83,Placed
1727,9.340659340659341,2,3,2,90,4.8,Yes,Yes,78,84,Placed
1728,7.142857142857143,1,1,0,71,4.5,No,No,61,65,NotPlaced
1729,9.010989010989011,2,3,2,87,4.7,Yes,No,90,66,Placed
1730,8.681318681318682,2,3,2,90,4.8,Yes,Yes,74,88,Placed
1731,7.582417582417583,1,1,1,79,3.5,No,No,57,64,NotPlaced
1732,7.252747252747253,1,1,1,60,4.0,No,No,55,64,NotPlaced
1733,8.351648351648352,0,2,2,82,4.7,Yes,No,80,71,Placed
1734,8.351648351648352,1,3,2,90,4.4,Yes,No,73,81,Placed
1735,8.461538461538462,0,1,1,67,4.8,No,No,56,66,NotPlaced
1736,8.571428571428571,1,1,2,81,3.9,No,Yes,62,72,Placed
1737,9.340659340659341,2,3,2,90,4.8,Yes,Yes,72,83,Placed
1738,9.230769230769232,0,1,0,86,4.3,Yes,Yes,57,67,Placed
1739,7.582417582417583,1,3,1,78,4.5,Yes,Yes,59,70,Placed
1740,8.571428571428571,2,3,2,73,4.6,Yes,No,73,62,Placed
1741,8.241758241758243,1,2,0,81,4.4,Yes,Yes,69,82,NotPlaced
1742,9.010989010989011,0,3,0,86,4.3,Yes,No,78,72,Placed
1743,9.120879120879122,0,1,0,80,3.9,Yes,Yes,79,68,Placed
1744,8.461538461538462,1,3,0,78,4.7,Yes,Yes,88,79,Placed
1745,8.241758241758243,1,1,0,78,3.8,No,Yes,55,76,NotPlaced
1746,9.340659340659341,0,3,0,88,4.8,Yes,Yes,88,82,Placed
1747,8.131868131868133,2,2,1,72,3.5,No,No,73,69,NotPlaced
1748,7.142857142857143,1,1,0,65,4.5,No,Yes,55,68,NotPlaced
1749,8.241758241758243,1,1,1,61,4.2,Yes,No,64,64,NotPlaced
1750,7.142857142857143,2,1,0,75,4.3,Yes,Yes,69,73,NotPlaced
1751,8.571428571428571,1,1,0,73,3.9,No,Yes,55,67,Placed
1752,7.912087912087913,0,1,1,79,4.1,No,Yes,83,67,Placed
1753,9.120879120879122,0,3,2,90,4.8,Yes,Yes,75,83,Placed
1754,8.901098901098901,2,3,2,90,4.6,Yes,Yes,81,88,Placed
1755,7.142857142857143,1,1,2,71,3.7,Yes,No,75,66,NotPlaced
1756,8.901098901098901,2,3,0,88,4.5,Yes,No,76,85,Placed
1757,8.571428571428571,2,3,2,90,4.8,Yes,Yes,74,88,Placed
1758,8.241758241758243,1,1,0,83,4.4,No,Yes,55,70,NotPlaced
1759,8.681318681318682,1,1,1,79,4.1,No,Yes,68,72,Placed
1760,8.901098901098901,2,3,2,82,4.5,Yes,Yes,79,87,Placed
1761,8.131868131868133,1,2,1,69,4.1,No,Yes,58,70,NotPlaced
1762,8.241758241758243,1,1,1,70,3.8,No,Yes,63,73,NotPlaced
1763,8.901098901098901,0,3,0,81,4.5,No,Yes,77,67,Placed
1764,9.340659340659341,2,3,2,90,4.8,Yes,Yes,79,81,Placed
1765,9.120879120879122,2,3,2,90,4.5,Yes,Yes,74,88,Placed
1766,8.241758241758243,1,2,0,65,4.7,No,Yes,63,69,NotPlaced
1767,8.351648351648352,1,2,0,77,4.3,Yes,Yes,66,83,NotPlaced
1768,9.120879120879122,2,3,2,90,4.8,Yes,Yes,83,85,Placed
1769,9.45054945054945,2,3,1,86,4.8,Yes,No,77,85,Placed
1770,8.571428571428571,0,2,0,79,4.1,No,Yes,57,63,Placed
1771,9.230769230769232,1,2,3,75,3.8,Yes,Yes,66,71,Placed
1772,9.230769230769232,0,3,2,90,4.3,Yes,Yes,76,88,Placed
1773,8.131868131868133,2,1,1,65,3.2,No,Yes,55,62,NotPlaced
1774,9.340659340659341,1,3,1,72,4.5,Yes,Yes,57,84,Placed
1775,8.131868131868133,0,1,0,75,3.8,No,No,56,66,NotPlaced
1776,9.120879120879122,2,3,2,90,4.8,Yes,Yes,76,87,Placed
1777,9.120879120879122,0,2,0,79,4.3,No,No,75,65,Placed
1778,9.010989010989011,1,3,0,77,3.4,No,Yes,55,84,Placed
1779,8.351648351648352,0,1,0,75,4.0,No,No,67,68,NotPlaced
1780,8.901098901098901,1,1,1,71,4.2,No,No,55,61,Placed
1781,8.461538461538462,1,2,2,88,4.6,Yes,Yes,77,72,Placed
1782,9.230769230769232,2,3,2,80,4.5,Yes,Yes,57,64,Placed
1783,7.142857142857143,1,1,1,76,3.8,No,No,55,64,NotPlaced
1784,9.45054945054945,2,3,2,90,4.6,Yes,Yes,69,86,Placed
1785,8.131868131868133,1,1,0,77,4.3,No,Yes,56,69,NotPlaced
1786,9.120879120879122,1,1,0,89,3.9,No,Yes,62,73,Placed
1787,8.241758241758243,1,3,0,88,4.8,Yes,No,82,85,Placed
1788,9.010989010989011,1,3,2,85,4.6,Yes,Yes,86,78,Placed
1789,7.362637362637363,2,1,2,72,4.5,No,Yes,77,69,NotPlaced
1790,8.461538461538462,2,1,0,80,3.8,No,Yes,55,64,Placed
1791,9.010989010989011,1,2,0,74,4.8,Yes,No,78,66,Placed
1792,8.241758241758243,1,1,1,76,4.5,Yes,No,59,59,NotPlaced
1793,8.351648351648352,1,1,0,60,4.2,No,No,62,67,NotPlaced
1794,9.340659340659341,2,3,2,90,4.8,Yes,Yes,83,82,Placed
1795,8.131868131868133,1,2,1,76,4.3,No,Yes,77,71,Placed
1796,9.120879120879122,0,2,2,82,4.4,No,Yes,81,67,Placed
1797,7.912087912087913,1,1,1,68,4.0,No,No,58,66,NotPlaced
1798,9.120879120879122,2,3,2,84,4.6,Yes,Yes,76,74,Placed
1799,8.241758241758243,1,2,1,67,4.7,No,No,60,65,NotPlaced
1800,7.362637362637363,0,2,0,66,3.9,No,No,58,68,NotPlaced
1801,9.120879120879122,1,2,0,72,4.2,No,Yes,61,63,Placed
1802,8.131868131868133,0,2,0,76,3.8,No,Yes,66,70,NotPlaced
1803,9.56043956043956,2,3,2,88,4.8,Yes,Yes,79,83,Placed
1804,7.142857142857143,1,2,0,84,4.7,No,Yes,61,68,NotPlaced
1805,8.351648351648352,1,1,2,69,4.0,No,Yes,58,65,NotPlaced
1806,8.901098901098901,1,2,0,72,4.5,Yes,Yes,73,70,Placed
1807,9.010989010989011,0,3,2,90,4.8,Yes,Yes,79,81,Placed
1808,9.230769230769232,1,3,2,90,4.8,Yes,Yes,72,85,Placed
1809,8.461538461538462,0,1,2,78,4.6,No,Yes,55,85,Placed
1810,8.461538461538462,1,1,1,64,3.7,No,Yes,55,61,NotPlaced
1811,9.230769230769232,1,3,2,87,4.8,Yes,Yes,75,88,Placed
1812,9.120879120879122,1,1,2,78,4.5,Yes,Yes,78,88,Placed
1813,9.45054945054945,1,2,1,77,3.9,Yes,Yes,77,69,Placed
1814,8.791208791208792,2,1,1,85,4.5,No,No,66,63,Placed
1815,9.45054945054945,2,3,0,81,4.7,Yes,Yes,77,78,Placed
1816,8.131868131868133,1,2,1,71,4.0,No,Yes,76,63,Placed
1817,9.230769230769232,2,3,2,90,4.8,Yes,Yes,76,83,Placed
1818,8.681318681318682,1,3,0,82,4.6,Yes,Yes,87,83,Placed
1819,9.010989010989011,2,2,0,89,4.6,Yes,Yes,75,69,Placed
1820,8.571428571428571,2,1,1,75,3.8,No,No,65,64,Placed
1821,9.340659340659341,2,3,2,90,4.5,Yes,Yes,75,82,Placed
1822,9.230769230769232,2,3,2,89,4.4,Yes,Yes,75,88,Placed
1823,8.901098901098901,1,3,2,79,4.6,No,Yes,64,80,Placed
1824,8.571428571428571,0,1,0,73,4.0,No,No,56,72,Placed
1825,8.571428571428571,0,3,1,88,4.6,Yes,Yes,65,83,Placed
1826,7.142857142857143,0,1,0,89,4.6,Yes,No,62,77,NotPlaced
1827,7.362637362637363,1,1,0,73,4.5,No,Yes,60,79,Placed
1828,8.241758241758243,1,1,1,69,4.0,No,Yes,61,69,NotPlaced
1829,8.901098901098901,2,3,2,74,4.2,Yes,Yes,61,82,Placed
1830,7.142857142857143,1,2,1,85,4.0,Yes,Yes,71,82,Placed
1831,9.010989010989011,2,3,2,90,4.8,Yes,Yes,86,86,Placed
1832,8.351648351648352,1,1,1,75,3.7,No,No,55,63,NotPlaced
1833,9.340659340659341,2,3,2,90,4.8,Yes,Yes,81,85,Placed
1834,8.351648351648352,0,2,0,77,3.7,Yes,Yes,72,80,Placed
1835,8.681318681318682,1,2,0,73,4.3,No,Yes,58,65,Placed
1836,7.912087912087913,1,1,0,76,3.5,No,Yes,57,65,NotPlaced
1837,8.681318681318682,1,1,0,76,4.2,Yes,Yes,70,60,Placed
1838,8.241758241758243,1,2,1,72,4.3,No,Yes,57,67,NotPlaced
1839,8.351648351648352,1,2,0,65,4.8,No,Yes,62,73,Placed
1840,7.582417582417583,1,2,0,73,4.2,No,No,55,57,NotPlaced
1841,8.461538461538462,1,1,0,69,3.8,No,No,57,65,NotPlaced
1842,8.021978021978022,0,1,1,74,3.8,No,Yes,60,65,NotPlaced
1843,8.681318681318682,1,2,0,84,4.1,No,Yes,58,75,Placed
1844,9.670329670329672,2,3,3,90,4.8,Yes,Yes,72,76,Placed
1845,7.362637362637363,1,1,2,78,4.3,No,No,65,68,NotPlaced
1846,9.230769230769232,2,3,0,79,4.6,Yes,No,57,65,Placed
1847,9.010989010989011,2,3,0,90,4.8,Yes,Yes,76,83,Placed
1848,8.571428571428571,2,3,1,90,4.6,Yes,No,87,84,Placed
1849,7.142857142857143,1,1,0,60,3.6,No,No,58,67,NotPlaced
1850,8.351648351648352,1,1,0,76,4.6,No,No,73,62,NotPlaced
1851,8.571428571428571,1,1,0,86,4.0,Yes,Yes,60,76,Placed
1852,8.131868131868133,1,3,2,70,4.7,Yes,Yes,74,86,Placed
1853,8.351648351648352,1,2,0,69,4.4,No,Yes,60,68,NotPlaced
1854,7.362637362637363,1,2,1,74,4.1,Yes,Yes,56,67,Placed
1855,8.021978021978022,1,2,2,84,4.4,Yes,Yes,76,81,Placed
1856,8.131868131868133,1,2,0,70,4.5,Yes,Yes,70,64,Placed
1857,7.142857142857143,1,1,0,70,4.7,Yes,Yes,55,66,Placed
1858,7.142857142857143,2,3,0,90,4.6,Yes,Yes,75,67,Placed
1859,8.461538461538462,1,1,1,73,4.3,No,No,65,63,NotPlaced
1860,7.252747252747253,1,2,0,78,4.4,No,No,59,70,NotPlaced
1861,8.901098901098901,1,3,0,90,4.6,No,Yes,71,81,Placed
1862,8.131868131868133,1,1,1,69,4.2,No,Yes,59,65,NotPlaced
1863,8.681318681318682,0,1,1,74,4.4,No,No,59,65,Placed
1864,7.252747252747253,1,1,0,68,4.6,No,No,57,72,NotPlaced
1865,9.230769230769232,2,3,2,90,4.8,Yes,No,82,81,Placed
1866,7.362637362637363,0,2,0,83,4.0,No,Yes,55,66,NotPlaced
1867,8.461538461538462,1,1,0,65,3.0,No,No,55,74,NotPlaced
1868,7.362637362637363,1,1,0,80,3.5,No,No,57,62,NotPlaced
1869,8.131868131868133,1,1,1,75,3.7,No,No,61,68,NotPlaced
1870,9.56043956043956,2,3,2,90,4.6,Yes,Yes,75,86,Placed
1871,8.791208791208792,2,3,0,77,4.8,Yes,Yes,77,85,Placed
1872,8.351648351648352,1,2,1,67,4.1,No,No,58,70,NotPlaced
1873,7.582417582417583,1,3,1,78,4.4,Yes,Yes,79,78,Placed
1874,9.010989010989011,2,3,2,90,4.8,Yes,Yes,89,87,Placed
1875,7.142857142857143,0,3,2,86,4.6,Yes,Yes,76,83,Placed
1876,8.461538461538462,2,1,1,80,4.7,Yes,Yes,56,85,Placed
1877,8.571428571428571,1,2,0,70,3.8,Yes,Yes,59,69,NotPlaced
1878,8.131868131868133,0,1,1,81,3.5,Yes,Yes,71,65,NotPlaced
1879,7.472527472527473,2,1,2,83,4.7,Yes,No,79,61,NotPlaced
1880,9.120879120879122,2,1,2,72,4.0,Yes,Yes,76,70,Placed
1881,7.912087912087913,0,1,0,73,3.7,No,No,55,62,NotPlaced
1882,8.681318681318682,0,2,0,87,4.4,Yes,Yes,74,70,Placed
1883,8.461538461538462,1,1,1,78,3.3,No,No,55,74,NotPlaced
1884,8.131868131868133,1,1,0,69,4.4,No,No,57,66,NotPlaced
1885,9.010989010989011,2,3,2,90,4.8,Yes,No,85,78,Placed
1886,8.461538461538462,1,2,0,85,3.7,No,Yes,56,72,NotPlaced
1887,8.131868131868133,1,2,0,80,4.2,Yes,Yes,83,80,Placed
1888,8.901098901098901,2,3,2,90,4.8,Yes,Yes,84,86,Placed
1889,8.021978021978022,0,2,0,81,4.2,No,Yes,56,71,NotPlaced
1890,7.142857142857143,1,1,0,74,4.0,No,Yes,84,71,Placed
1891,9.120879120879122,0,1,3,77,4.0,No,Yes,55,67,Placed
1892,8.461538461538462,1,2,2,75,4.7,Yes,Yes,79,80,Placed
1893,8.901098901098901,0,1,0,83,4.2,Yes,Yes,71,83,Placed
1894,9.010989010989011,1,1,1,71,3.5,No,No,56,65,Placed
1895,8.241758241758243,0,1,0,66,4.3,No,No,60,68,NotPlaced
1896,9.45054945054945,2,1,0,87,4.4,Yes,Yes,55,83,Placed
1897,8.241758241758243,1,3,2,75,4.5,Yes,Yes,80,63,Placed
1898,9.010989010989011,1,1,0,71,3.8,No,No,67,62,Placed
1899,7.582417582417583,1,3,1,84,4.4,Yes,Yes,73,88,Placed
1900,7.142857142857143,0,1,0,76,4.3,No,No,59,66,NotPlaced
1901,9.230769230769232,1,1,0,87,4.8,Yes,Yes,71,82,Placed
1902,9.010989010989011,1,3,1,72,3.9,No,Yes,61,73,Placed
1903,8.461538461538462,0,1,1,78,4.1,No,No,58,75,NotPlaced
1904,9.230769230769232,2,3,2,90,4.8,Yes,Yes,79,86,Placed
1905,9.230769230769232,1,3,2,90,4.6,Yes,Yes,73,84,Placed
1906,8.461538461538462,2,3,2,89,4.8,Yes,Yes,82,87,Placed
1907,8.461538461538462,1,3,1,84,4.7,Yes,No,59,65,NotPlaced
1908,8.351648351648352,1,1,1,72,3.3,No,Yes,58,61,NotPlaced
1909,7.362637362637363,1,2,0,75,4.8,Yes,Yes,55,67,Placed
1910,7.142857142857143,1,2,1,76,4.4,Yes,Yes,71,73,Placed
1911,8.241758241758243,1,1,0,64,3.4,No,No,56,66,NotPlaced
1912,7.802197802197803,1,3,0,81,4.2,Yes,Yes,62,88,Placed
1913,8.571428571428571,0,3,0,84,3.8,Yes,Yes,59,71,Placed
1914,7.142857142857143,1,1,3,87,4.2,Yes,Yes,80,82,Placed
1915,8.241758241758243,0,3,1,76,4.4,Yes,Yes,81,83,Placed
1916,9.120879120879122,2,3,2,87,4.6,Yes,Yes,78,82,Placed
1917,8.901098901098901,1,1,2,90,4.8,Yes,Yes,83,72,Placed
1918,8.241758241758243,2,3,2,79,4.4,Yes,Yes,70,80,Placed
1919,8.131868131868133,2,1,3,66,3.9,No,No,61,57,NotPlaced
1920,9.010989010989011,0,3,2,90,4.8,Yes,Yes,70,84,Placed
1921,8.901098901098901,0,3,0,69,4.1,Yes,No,67,59,NotPlaced
1922,9.45054945054945,1,3,0,82,4.8,Yes,Yes,87,68,Placed
1923,7.142857142857143,1,2,1,78,4.4,Yes,Yes,77,73,Placed
1924,7.142857142857143,1,2,0,70,3.7,Yes,Yes,61,69,NotPlaced
1925,8.131868131868133,1,1,1,78,4.3,No,Yes,55,66,NotPlaced
1926,7.582417582417583,1,2,1,78,4.5,No,Yes,68,64,Placed
1927,8.461538461538462,2,2,2,84,3.9,No,Yes,86,87,Placed
1928,8.901098901098901,2,3,2,90,4.8,Yes,Yes,81,85,Placed
1929,8.681318681318682,2,1,2,88,3.6,No,No,73,66,Placed
1930,9.120879120879122,2,3,2,90,4.8,Yes,Yes,83,87,Placed
1931,9.230769230769232,2,3,2,90,4.8,Yes,Yes,72,82,Placed
1932,7.582417582417583,1,3,2,90,4.8,Yes,Yes,76,85,Placed
1933,9.010989010989011,0,1,0,76,4.4,Yes,Yes,56,81,Placed
1934,9.340659340659341,1,3,0,84,4.7,Yes,Yes,58,85,Placed
